,X_test (sequence),y_test
354,"0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112",0.4936
355,"0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936",0.5187
356,"0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187",0.5096
357,"0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096",0.5112
358,"0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112",0.5112
359,"0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112",0.495
360,"0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495",0.4984
361,"0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984",0.498
362,"0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498",0.5024
363,"0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024",0.4807
364,"0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807",0.4803
365,"0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803",0.478
366,"0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478",0.4899
367,"0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899",0.5031
368,"0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031",0.4885
369,"0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885",0.4895
370,"0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895",0.5197
371,"0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197",0.5123
372,"0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123",0.5146
373,"0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146",0.5024
374,"0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024",0.5014
375,"0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014",0.4556
376,"0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556",0.4559
377,"0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559",0.4542
378,"0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542",0.462
379,"0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462",0.4518
380,"0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518",0.4264
381,"0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264",0.4264
382,"0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264",0.4264
383,"0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264",0.4264
384,"0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264",0.4196
385,"0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196",0.4199
386,"0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199",0.4199
387,"0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199",0.422
388,"0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422",0.4226
389,"0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226",0.4291
390,"0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291",0.4321
391,"0.5333,0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321",0.4413
392,"0.5439,0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413",0.4287
393,"0.5483,0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287",0.4352
394,"0.4905,0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352",0.4477
395,"0.5228,0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477",0.4464
396,"0.5089,0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464",0.4593
397,"0.4987,0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593",0.4593
398,"0.5001,0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593",0.4967
399,"0.5034,0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967",0.4885
