,X_test (sequence),y_test
292,"0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338",0.4209
293,"0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209",0.4301
294,"0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301",0.4362
295,"0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362",0.4437
296,"0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437",0.4437
297,"0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437",0.4559
298,"0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559",0.4698
299,"0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698",0.4739
300,"0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739",0.4749
301,"0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749",0.483
302,"0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483",0.4882
303,"0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882",0.5129
304,"0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129",0.5146
305,"0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146",0.5262
306,"0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262",0.5228
307,"0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228",0.5214
308,"0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214",0.5119
309,"0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119",0.5173
310,"0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173",0.5293
311,"0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293",0.4396
312,"0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396",0.4559
313,"0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559",0.4498
314,"0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498",0.4426
315,"0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426",0.4437
316,"0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437",0.4508
317,"0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508",0.4668
318,"0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668",0.479
319,"0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479",0.497
320,"0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497",0.5055
321,"0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055",0.5072
322,"0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072",0.5207
323,"0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207",0.5408
324,"0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408",0.5235
325,"0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235",0.5398
326,"0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398",0.551
327,"0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551",0.5289
328,"0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289",0.5279
329,"0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279",0.5048
330,"0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048",0.518
331,"0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518",0.5333
332,"0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333",0.5439
333,"0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439",0.5483
334,"0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483",0.4905
335,"0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905",0.5228
336,"0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228",0.5089
337,"0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457,0.4338,0.4209,0.4301,0.4362,0.4437,0.4437,0.4559,0.4698,0.4739,0.4749,0.483,0.4882,0.5129,0.5146,0.5262,0.5228,0.5214,0.5119,0.5173,0.5293,0.4396,0.4559,0.4498,0.4426,0.4437,0.4508,0.4668,0.479,0.497,0.5055,0.5072,0.5207,0.5408,0.5235,0.5398,0.551,0.5289,0.5279,0.5048,0.518,0.5333,0.5439,0.5483,0.4905,0.5228,0.5089",0.4987
